target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1,reactant-4-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2
C62668,1,,,,Cc1ccc(N)c2cccnc12,O=C(O)c1cccc2scnc12,Cc1ccc(NC(=O)c2cccc3scnc23)c2cccnc12,Amidation,,,,,,,,,,
C55265,1,,,,O=C(O)CO,CC(N)C1CCCCN1C(=O)c1cccc2[nH]cnc12,CC(NC(=O)CO)C1CCCCN1C(=O)c1cccc2[nH]cnc12,Amidation,,,,,,,,,,
C70482,1,,,,Cc1cc(Br)cc2nc[nH]c12,CCOS(=O)(=O)c1ccc(C)cc1,CCn1cnc2cc(Br)cc(C)c21,Amine_alkylation,,,,,,,,,,
C61598,1,,,,O=Cc1ccc2c(c1)CNC2,CCCCN,CCCCNCc1ccc2c(c1)CNC2,Reductive_amination,,,,,,,,,,
C67555,1,,,,O=C1CC(C(=O)O)CCN1,Nc1nnc(C2CCNC2)[nH]1,O=C1CC(C(=O)Nc2nnc(C3CCNC3)[nH]2)CCN1,Amidation,,,,,,,,,,
C59678,1,,,,Ic1ncc[nH]1,CC1(C)OB(c2ccsn2)OC1(C)C,c1c[nH]c(-c2ccsn2)n1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C59954,1,,,,CC(=O)O,NCC12CCCN1CCC2,CC(=O)NCC12CCCN1CCC2,Amidation,,,,,,,,,,
C69956,1,,,,NC1Cc2cscc2C1,COC(=O)c1cnc2c(C=O)cccn12,COC(=O)c1cnc2c(CNC3Cc4cscc4C3)cccn12,Reductive_amination,,,,,,,,,,
C56722,1,,,,CC(O)C(=O)O,Nc1nccs1,CC(O)C(=O)Nc1nccs1,Amidation,,,,,,,,,,
C69102,1,,,,N,CSCCC=O,CSCCC(N)c1nc2ccccc2s1,Petasis-borono_Mannich_reaction,,,CC1(C)OB(c2nc3ccccc3s2)OC1(C)C,,,,,,,
C64151,1,,,,O=C(O)c1cccc2nccn12,Cc1nc(CCN)c[nH]1,Cc1nc(CCNC(=O)c2cccc3nccn23)c[nH]1,Amidation,,,,,,,,,,
C10430,1,,,,O=S(=O)(Oc1ccncc1)C(F)(F)F,CC1(C)OB(c2cccc3ncccc23)OC1(C)C,c1cc(-c2ccncc2)c2cccnc2c1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C63174,1,,,,CC(N)c1cccc2cccnc12,O=C(O)c1noc2c1CNCC2,CC(NC(=O)c1noc2c1CNCC2)c1cccc2cccnc12,Amidation,,,,,,,,,,
C66225,1,,,,CC=O,OB(O)c1cscn1,CSCCN(C)C(C)c1cscn1,Petasis-borono_Mannich_reaction,,,CNCCSC,,,,,,,
C70444,1,,,,Brc1nc2ccccc2[nH]1,NCc1cccc(OCC(N)=O)c1,NC(=O)COc1cccc(CNc2nc3ccccc3[nH]2)c1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C58144,1,,,,CNCc1ccc2cc[nH]c2c1,C=CCC(C)C(=O)O,C=CCC(C)C(=O)N(C)Cc1ccc2cc[nH]c2c1,Amidation,,,,,,,,,,
C61950,1,,,,O=C(O)c1ccnc2c1CNC2,CNC(=O)Cc1cccc(N)c1,CNC(=O)Cc1cccc(NC(=O)c2ccnc3c2CNC3)c1,Amidation,,,,,,,,,,
C61266,1,,,,CC(C)N,Brc1cnccn1,CC(C)Nc1cnccn1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C61429,1,,,,N,O=C1Cc2cccc(B(O)O)c2N1,Nc1cccc2c1NC(=O)C2,Chan-Lam_coupling_(amination),,,,,,,,,,
C70733,1,,,,N#CCC1=NC2CCCCC2N1,CB(O)O,CN1C(CC#N)=NC2CCCCC21,"Chan-Lam_coupling_of_amides,_sulfonamides,_and_imides",,,,,,,,,,
C61575,1,,,,O=Cc1ccc2c(c1)CNC2,CNCC(F)(F)F,CN(Cc1ccc2c(c1)CNC2)CC(F)(F)F,Reductive_amination,,,,,,,,,,
C58940,1,,,,N,CC(=O)Cc1cc2n(n1)CCCCC2,CC(N)Cc1cc2n(n1)CCCCC2,Reductive_amination,,,,,,,,,,
C7770,1,,,,CNCc1c[nH]cn1,O=C(O)Cn1cccn1,CN(Cc1c[nH]cn1)C(=O)Cn1cccn1,Amidation,,,,,,,,,,
C105003,1,,,,CCc1ccccc1CC,CCC(=O)Cl,CCC(=O)c1cccc(CC)c1CC,Friedel-Crafts_acylation,,,,,,,,,,
C61879,1,,,,OB(O)c1ccnc2[nH]ncc12,NCc1cn2ccsc2n1,c1cc(NCc2cn3ccsc3n2)c2cn[nH]c2n1,Chan-Lam_coupling_(amination),,,,,,,,,,
C72111,1,,,,NC1CCN(c2ccccn2)C1,CCOC(=O)c1cccc2[nH]c(NC(C)C)nc12,CC(C)Nc1nc2c(C(=O)NC3CCN(c4ccccn4)C3)cccc2[nH]1,Ester_amidation,,,,,,,,,,
C63451,1,,,,O=C(c1ccc2ccccc2n1)N1CCNCC1,CC(C)(C)CCO,CC(C)(C)CCN1CCN(C(=O)c2ccc3ccccc3n2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C68932,1,,,,CC1(C)OB(C2CCCNC2)OC1(C)C,Brc1ccc2[nH]c3c(c2c1)CCCC3,c1cc2[nH]c3c(c2cc1C1CCCNC1)CCCC3,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C57814,1,,,,O=C(O)c1nccs1,CN(CCN)C(=O)c1cccc2cc[nH]c12,CN(CCNC(=O)c1nccs1)C(=O)c1cccc2cc[nH]c12,Amidation,,,,,,,,,,
C62267,1,,,,CCC(=O)O,Nc1ccsn1,CCC(=O)Nc1ccsn1,Amidation,,,,,,,,,,
C53862,1,,,,CC(C)(C)OC(=O)N1CCNCC1c1cccnc1,,c1cncc(C2CNCCN2)c1,N-Boc_deprotection,,,,,,,,,,
C68038,1,,,,Fc1ncc[nH]1,CCC[S+](N)[O-],CCC[S+]([O-])Nc1ncc[nH]1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C66393,1,,,,O=Cc1cccc2[nH]ccc12,Nc1ccc2c(c1)CN(CC(F)(F)F)C2,FC(F)(F)CN1Cc2ccc(NCc3cccc4[nH]ccc34)cc2C1,Reductive_amination,,,,,,,,,,
C64246,1,,,,CCCCC(=O)NCC1CCNCC1,O=C(O)c1ccc2cc[nH]c2c1,CCCCC(=O)NCC1CCN(C(=O)c2ccc3cc[nH]c3c2)CC1,Amidation,,,,,,,,,,
C60262,1,,,,O=S(=O)(Oc1ccncc1)C(F)(F)F,CC1(C)OB(c2cocn2)OC1(C)C,c1cc(-c2cocn2)ccn1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C59572,1,,,,Fc1cccc2c1CNC2,O=C(O)c1ccc2n[nH]c(=O)n2c1,O=C(c1ccc2n[nH]c(=O)n2c1)N1Cc2cccc(F)c2C1,Amidation,,,,,,,,,,
C63038,1,,,,Nc1cncs1,C#CCOC(C)C(=O)O,C#CCOC(C)C(=O)Nc1cncs1,Amidation,,,,,,,,,,
C60777,1,,,,O=C(O)C1CCNC1,CC(C)(N)COc1ncccc1Br,CC(C)(COc1ncccc1Br)NC(=O)C1CCNC1,Amidation,,,,,,,,,,
C71544,1,,,,O=c1[nH]ncn1C1CCNCC1,O=Cc1c[nH]c2cc(Cl)ccc12,O=c1[nH]ncn1C1CCN(Cc2c[nH]c3cc(Cl)ccc23)CC1,Reductive_amination,,,,,,,,,,
C62049,1,,,,O=C(O)c1cccc(C2CC2)n1,CC(CCN)NC(=O)c1cnc[nH]1,CC(CCNC(=O)c1cccc(C2CC2)n1)NC(=O)c1cnc[nH]1,Amidation,,,,,,,,,,
C9994,1,,,,O=C(O)Cc1cncnc1,CCCNCCNC(=O)c1cccnc1,CCCN(CCNC(=O)c1cccnc1)C(=O)Cc1cncnc1,Amidation,,,,,,,,,,
C61309,1,,,,O=C(O)Cc1cccc2c1CCNC2,COCC1(CN)CCC1,COCC1(CNC(=O)Cc2cccc3c2CCNC3)CCC1,Amidation,,,,,,,,,,
C62788,1,,,,O=C(O)c1ccc2nc(C(F)(F)F)cn2c1,NCc1cnco1,O=C(NCc1cnco1)c1ccc2nc(C(F)(F)F)cn2c1,Amidation,,,,,,,,,,
C61043,1,,,,c1ccc2[nH]cnc2c1,Clc1ccc(-c2noc(-c3ccn[nH]3)n2)cc1,c1ccc2c(c1)ncn2-c1ccc(-c2noc(-c3ccn[nH]3)n2)cc1,Buchwald-Hartwig_amination_with_aromatic_nh_intermolecular,,,,,,,,,,
C63995,1,,,,CCC(NC(=O)OC(C)(C)C)C1NCCCS1,,CCC(N)C1NCCCS1,N-Boc_deprotection,,,,,,,,,,
C62695,1,,,,Nc1ccc2cn[nH]c2n1,O=C(O)c1nc2ccccc2s1,O=C(Nc1ccc2cn[nH]c2n1)c1nc2ccccc2s1,Amidation,,,,,,,,,,
C58690,1,,,,CCCN,Brc1nc2ccccc2s1,CCCNc1nc2ccccc2s1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C62271,1,,,,CN(C)C(CO)C(=O)O,CC(C(=O)NC1CCNC1)c1cccnc1,CC(C(=O)NC1CCN(C(=O)C(CO)N(C)C)C1)c1cccnc1,Amidation,,,,,,,,,,
C64241,1,,,,c1ccc2[nH]c(C3CCNCC3)cc2c1,C=CCNC(=O)CO,C=CCNC(=O)CN1CCC(c2cc3ccccc3[nH]2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C62280,1,,,,O=C1CCNCCN1,O=C(O)c1cc(C(O)C(F)(F)F)ccn1,O=C1CCN(C(=O)c2cc(C(O)C(F)(F)F)ccn2)CCN1,Amidation,,,,,,,,,,
C60256,1,,,,O=S(=O)(Oc1ccncc1)C(F)(F)F,CC1(C)OB(c2cnoc2)OC1(C)C,c1cc(-c2cnoc2)ccn1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C69897,1,,,,O=C1Cc2cc(C(=O)O)ccc2N1,CCN(CCN)C(=O)C(F)F,CCN(CCNC(=O)c1ccc2c(c1)CC(=O)N2)C(=O)C(F)F,Amidation,,,,,,,,,,
C67471,1,,,,CC=O,OB(O)c1cccc2cn[nH]c12,CC(NCc1cnc2ccccc2c1)c1cccc2cn[nH]c12,Petasis-borono_Mannich_reaction,,,NCc1cnc2ccccc2c1,,,,,,,
C64652,1,,,,Clc1ccnc2ccsc12,C1CNCCNC1,c1cc(N2CCCNCC2)c2sccc2n1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C60764,1,,,,CC(C)(N)CO,O=C(O)C1NCC2CC21,CC(C)(CO)NC(=O)C1NCC2CC21,Amidation,,,,,,,,,,
C61607,1,,,,C#CCNC,O=Cc1ccc2c(c1)CNC2,C#CCN(C)Cc1ccc2c(c1)CNC2,Reductive_amination,,,,,,,,,,
C58664,1,,,,N,CCC=O,CCC(N)c1ccc2cccnc2c1,Petasis-borono_Mannich_reaction,,,OB(O)c1ccc2cccnc2c1,,,,,,,
C64791,1,,,,O=C(O)c1cccc2cc[nH]c12,COc1ccc(CC(C)(N)CO)cc1,COc1ccc(CC(C)(CO)NC(=O)c2cccc3cc[nH]c23)cc1,Amidation,,,,,,,,,,
C71678,1,,,,Nc1cccc(F)c1,COC(=O)c1cccc2c(CN3CCC(n4cn[nH]c4=O)CC3)c[nH]c12,O=C(Nc1cccc(F)c1)c1cccc2c(CN3CCC(n4cn[nH]c4=O)CC3)c[nH]c12,Ester_amidation,,,,,,,,,,
C68003,1,,,,NCc1cccc2nccn12,CN(C)CCN1CCC(C=O)CC1,CN(C)CCN1CCC(CNCc2cccc3nccn23)CC1,Reductive_amination,,,,,,,,,,
C63241,1,,,,CC1(C)OB(c2ccc3nc[nH]c3c2)OC1(C)C,Brc1nccc2ncncc12,c1cc2ncncc2c(-c2ccc3nc[nH]c3c2)n1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C59624,1,,,,CN1CCn2nc(N)cc2C1,O=C(O)c1nccc2c1CNCC2,CN1CCn2nc(NC(=O)c3nccc4c3CNCC4)cc2C1,Amidation,,,,,,,,,,
C58671,1,,,,CC1(C)OB(CCCN)OC1(C)C,Brc1cc2cccnc2s1,NCCCc1cc2cccnc2s1,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C64798,1,,,,O=C(O)c1cccc2cc[nH]c12,CC(N)(CO)Cc1ccc(F)cc1,CC(CO)(Cc1ccc(F)cc1)NC(=O)c1cccc2cc[nH]c12,Amidation,,,,,,,,,,
C60616,1,,,,Ic1cc[nH]n1,CC1(C)OB(C2CCCNCC2)OC1(C)C,c1cc(C2CCCNCC2)n[nH]1,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C57216,1,,,,CNCc1c[nH]cn1,NS(=O)(=O)c1cnn2c1CNCC2,CN(Cc1c[nH]cn1)C(=O)N1CCn2ncc(S(N)(=O)=O)c2C1,Formation_of_urea_from_two_amines,,,,,,,,,,
C58192,1,,,,CC(C)NC=O,C1CCN2CC2C1,CC(C)N(C=O)CC1CCCCN1,Aziridine_+_amine_coupling,,,,,,,,,,
C63904,1,,,,Ic1ccncn1,CC1(C)OB(C2=CCNC2)OC1(C)C,C1=C(c2ccncn2)CNC1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C68640,1,,,,O=C(O)c1ccns1,CC(N)(CO)Cc1ccc(Br)cc1,CC(CO)(Cc1ccc(Br)cc1)NC(=O)c1ccns1,Amidation,,,,,,,,,,
C60001,1,,,,Brc1ncc[nH]1,OC1CNCCS1,c1c[nH]c(C2CNCCS2)n1,Sp3-sp2_Macmillan_coupling_alcohol_and_aryl_halide,,,,,,,,,,
C70364,1,,,,Nc1cc[nH]n1,ClCCCCCl,O=S(=O)(CCCCCl)Nc1cc[nH]n1,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,,,,,,,,,
C59294,1,,,,N#CC1(C(N)=O)CCCNC1,Brc1ccc2c(c1)CNCCC2,N#CC1(C(=O)Nc2ccc3c(c2)CNCCC3)CCCNC1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,,,
C64147,1,,,,NCc1csc2nccn12,Cc1nc(CC(=O)O)c[nH]1,Cc1nc(CC(=O)NCc2csc3nccn23)c[nH]1,Amidation,,,,,,,,,,
C65040,1,,,,O=C(O)Cn1c(=O)[nH]c2ccccc21,CC(CN)CO,CC(CO)CNC(=O)Cn1c(=O)[nH]c2ccccc21,Amidation,,,,,,,,,,
C64818,1,,,,O=C(O)c1cccc2[nH]ncc12,Nc1nc(C2CCC2)cs1,O=C(Nc1nc(C2CCC2)cs1)c1cccc2[nH]ncc12,Amidation,,,,,,,,,,
C59685,1,,,,OB(O)c1ncc[nH]1,Brc1cncc2c1CCC2,c1c[nH]c(-c2cncc3c2CCC3)n1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C58201,1,,,,O=C(O)C1CCCCN1,CCC(C)(C)CN,CCC(C)(C)CNC(=O)C1CCCCN1,Amidation,,,,,,,,,,
C59808,1,,,,c1cncc(C2CCCCN2)c1,,[O-][n+]1cccc(C2CCCCN2)c1,N-oxide_formation,,,,,,,,,,
C64185,1,,,,O=C(O)CCc1cnoc1,CC(CN)CNC(=O)c1cncn1C,CC(CNC(=O)CCc1cnoc1)CNC(=O)c1cncn1C,Amidation,,,,,,,,,,
C73931,1,,,,Nc1nnc(-c2ccc(I)s2)[nH]1,NC(=O)C1CCNCC1,Nc1nnc(-c2ccc(NC(=O)C3CCNCC3)s2)[nH]1,Iodo_N-arylation,,,,,,,,,,
C59118,1,,,,O=C(O)CC1=CSC2=NCCCN12,NCc1nc2ccccc2o1,O=C(CC1=CSC2=NCCCN12)NCc1nc2ccccc2o1,Amidation,,,,,,,,,,
C67777,1,,,,O=C(O)c1ccc2n[nH]c(=O)n2c1,CC(N)c1ccncc1Cl,CC(NC(=O)c1ccc2n[nH]c(=O)n2c1)c1ccncc1Cl,Amidation,,,,,,,,,,
C63027,1,,,,OB(O)c1ccncc1,COCC(N)COC,COCC(COC)Nc1ccncc1,Chan-Lam_coupling_(amination),,,,,,,,,,
C65217,1,,,,OC1CCCNC1,CC(O)C(=O)N(C)C,CC(OC1CCCNC1)C(=O)N(C)C,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C2824,1,,,,BrC1CCCNC1,c1ccc2[nH]cnc2c1,c1ccc2c(c1)ncn2C1CCCNC1,Amine_alkylation,,,,,,,,,,
C72957,1,,,,O=C(Nc1ccc2c(c1)CNC2)c1cccnc1,CC(C)NCC1(C(=O)O)CCCC1,CC(C)NCC1(c2ncccc2C(=O)Nc2ccc3c(c2)CNC3)CCCC1,Minisci_reaction_with_carboxylic_acid_(intermolecular),,,,,,,,,,
C17711,1,,,,O=C(O)Cc1cn2ccccc2n1,NCC1CN(CCO)CCO1,O=C(Cc1cn2ccccc2n1)NCC1CN(CCO)CCO1,Amidation,,,,,,,,,,
C60166,1,,,,OCCCC1CNC1,O=C(Nc1ccc2c(c1)CNC2)C(F)(F)F,O=C(Nc1ccc2c(c1)CN(CCCC1CNC1)C2)C(F)(F)F,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C72456,1,,,,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(I)c1,CC(C)(CO)C(N)CC1CCNC1,CC(C)(CO)C(CC1CCNC1)Nc1cc(Cl)cc(C(=O)Nc2ccc3c(c2)CNC3)c1,Buchwald-Hartwig_amination,,,,,,,,,,
C104430,1,,,,Nc1c(C(=O)Nc2ccc3c(c2)CNC3)sc2cccnc12,,O=C(Nc1ccc2c(c1)CNC2)c1sc2cccnc2c1F,Balz-Schiemann_reaction,,,,,,,,,,
C66477,1,,,,NCc1ccncn1,O=C(O)c1nccc2c1CNCC2,O=C(NCc1ccncn1)c1nccc2c1CNCC2,Amidation,,,,,,,,,,
C72848,1,,,,O=C(Nc1ccc2c(c1)CNC2)c1cccnc1,NCC1(C(=O)O)CCC(=O)C1,NCC1(c2ncccc2C(=O)Nc2ccc3c(c2)CNC3)CCC(=O)C1,Minisci_reaction_with_carboxylic_acid_(intermolecular),,,,,,,,,,
C72849,1,,,,O=C(Nc1ccc2c(c1)CNC2)c1cccnc1,NCC1(C(=O)O)CCC2(CCCCC2)C1,NCC1(c2ncccc2C(=O)Nc2ccc3c(c2)CNC3)CCC2(CCCCC2)C1,Minisci_reaction_with_carboxylic_acid_(intermolecular),,,,,,,,,,
C72861,1,,,,NCC1(C(=O)O)CCCC1,NCc1cccc(NC(=O)c2cccnc2)c1,NCc1cccc(NC(=O)c2cccnc2C2(CN)CCCC2)c1,Minisci_reaction_with_carboxylic_acid_(intermolecular),,,,,,,,,,
C3469,1,,,,Nc1ccc2[nH]c(=O)[nH]c2c1,CC(C)Cc1ccc(C=O)cn1,CC(C)Cc1ccc(CNc2ccc3[nH]c(=O)[nH]c3c2)cn1,Reductive_amination,,,,,,,,,,
C10838,1,,,,Clc1nc(N2CCOCC2)c2ccccc2n1,CCCC[Sn](CCCC)(CCCC)c1cccnc1,c1cncc(-c2nc(N3CCOCC3)c3ccccc3n2)c1,Stille_coupling,,,,,,,,,,
C67819,1,,,,Brc1ncnc2ccccc12,O=C(c1cccnc1)N1CC2CCC(C1)N2,O=C(c1cccnc1)N1CC2CCC(C1)N2c1ncnc2ccccc12,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C66556,1,,,,CC(CN)n1cccn1,OCCNc1nc(Cl)nc2ccccc12,CC(CNc1nc(NCCO)c2ccccc2n1)n1cccn1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C66558,1,,,,Nc1nc(-c2ccccn2)nc2ccccc12,OCC(F)(F)CBr,OCC(F)(F)CNc1nc(-c2ccccn2)nc2ccccc12,Amine_alkylation,,,,,,,,,,
C69166,1,,,,c1cnc(N2CCNCC2)nc1,O=C(O)Cc1csc2nccn12,O=C(Cc1csc2nccn12)N1CCN(c2ncccn2)CC1,Amidation,,,,,,,,,,
C58418,1,,,,CC1(C)OB(C2CCCNC2)OC1(C)C,Brc1ccno1,c1cc(C2CCCNC2)on1,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C58143,1,,,,NNC(=O)CCc1c[nH]c2ccccc12,CCC(C)=O,CCC(C)=NNC(=O)CCc1c[nH]c2ccccc12,Imine_formation,,,,,,,,,,
C66767,1,,,,c1ncc(C2CNC2)[nH]1,CCOC(=O)c1ccc2[nH]c(=O)[nH]c2c1,O=C(c1ccc2[nH]c(=O)[nH]c2c1)N1CC(c2cnc[nH]2)C1,Ester_amidation,,,,,,,,,,
C13296,1,,,,c1cncc(C2CNCCN2)c1,O=C(O)c1ccc2ncsc2c1,O=C(c1ccc2ncsc2c1)N1CCNC(c2cccnc2)C1,Amidation,,,,,,,,,,
C60302,1,,,,CCC(C#N)C(=O)O,CC(N)c1nnc2ccccn12,CCC(C#N)C(=O)NC(C)c1nnc2ccccn12,Amidation,,,,,,,,,,
C60723,1,,,,COCC(=O)O,Nc1cncc2c1CCCC2,COCC(=O)Nc1cncc2c1CCCC2,Amidation,,,,,,,,,,
C6489,1,,,,O=C(O)CCn1ccnc1,CNC(c1ccccc1)c1ncc[nH]1,CN(C(=O)CCn1ccnc1)C(c1ccccc1)c1ncc[nH]1,Amidation,,,,,,,,,,
C76716,1,,,,Cc1cccc(Br)c1,C=CB1OC(C)(C)C(C)(C)O1,C=Cc1cccc(C)c1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C9996,1,,,,O=S(=O)(Oc1cccnc1)C(F)(F)F,CNc1cc(NCCCO)ncn1,CN(c1cccnc1)c1cc(NCCCO)ncn1,Buchwald-Hartwig_amination,,,,,,,,,,
C63144,1,,,,O=C(O)CCc1ncc[nH]1,c1nn(C2CCNCC2)c2c1CNC2,O=C(CCc1ncc[nH]1)N1CCC(n2ncc3c2CNC3)CC1,Amidation,,,,,,,,,,
C61450,1,,,,N#CCN,O=C1Cc2cc(B(O)O)ccc2N1,N#CCNc1ccc2c(c1)CC(=O)N2,Chan-Lam_coupling_(amination),,,,,,,,,,
C65268,1,,,,CCC(C)N,Brc1ccc2ccccc2n1,CCC(C)Nc1ccc2ccccc2n1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C15448,1,,,,OCc1cccc2ncccc12,O=C(O)c1cccc2c1CNC2,O=C(O)c1cccc2c1CN(Cc1cccc3ncccc13)C2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C68073,1,,,,Nc1cccc2[nH]c(=O)[nH]c12,Cn1cncc1CCC(=O)O,Cn1cncc1CCC(=O)Nc1cccc2[nH]c(=O)[nH]c12,Amidation,,,,,,,,,,
C88951,1,,,,O=C(O)c1cc(Cl)cc2c1cnn2C1CNC1,Cc1cc(C)c(N)cc1N,Cc1cc(C)c(NC(=O)c2cc(Cl)cc3c2cnn3C2CNC2)cc1N,Amidation,,,,,,,,,,
C58915,1,,,,N,CC(=O)Cc1onc2c1CCCCC2,CC(N)Cc1onc2c1CCCCC2,Reductive_amination,,,,,,,,,,
C61273,1,,,,CC(N)Cc1cnccn1,CC(C)(O)c1ccc(Br)nn1,CC(Cc1cnccn1)Nc1ccc(C(C)(C)O)nn1,Buchwald-Hartwig_amination,,,,,,,,,,
C69254,1,,,,Nc1ccc2[nH]c(=O)[nH]c2c1,CN(C)CCBr,CN(C)CCn1c(=O)[nH]c2cc(N)ccc21,Amine_alkylation,,,,,,,,,,
C74983,1,,,,OC1CCCN2CCCC12,CCNC,CCN(C)C1CCCN2CCCC12,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C69445,1,,,,N#CCS(N)(=O)=O,Clc1cccc2c1CNC2,N#CCS(=O)(=O)Nc1cccc2c1CNC2,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,,,
C59569,1,,,,c1ccc2c(c1)CNC2,O=C(O)c1ccn2c(=O)[nH]nc2c1,O=C(c1ccn2c(=O)[nH]nc2c1)N1Cc2ccccc2C1,Amidation,,,,,,,,,,
C66681,1,,,,CC(O)C(N)=O,OC1CCCCNC1,CC(OC1CCCCNC1)C(N)=O,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C69989,1,,,,NC1CCCc2ccccc21,Cc1cccc2ncc(C(=O)O)n12,Cc1cccc2ncc(C(=O)NC3CCCc4ccccc43)n12,Amidation,,,,,,,,,,
C68443,1,,,,O=C(O)c1ccc2nc(C(F)(F)F)cn2c1,NCc1ccco1,O=C(NCc1ccco1)c1ccc2nc(C(F)(F)F)cn2c1,Amidation,,,,,,,,,,
C76707,1,,,,Cc1cc(N)cc(Br)c1,C=CB1OC(C)(C)C(C)(C)O1,C=Cc1cc(C)cc(N)c1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C10365,1,,,,O=C(O)c1cn2ccccc2n1,COc1cc(N)c2ccccc2n1,COc1cc(NC(=O)c2cn3ccccc3n2)c2ccccc2n1,Amidation,,,,,,,,,,
C60806,1,,,,O=C(O)c1nnn2ccccc12,Cn1cnc2cc(CN)ccc21,Cn1cnc2cc(CNC(=O)c3nnn4ccccc34)ccc21,Amidation,,,,,,,,,,
C59027,1,,,,CC1(C)OB(c2ccns2)OC1(C)C,Cc1cc(Br)cc2[nH]c(Cl)nc12,Cc1cc(Br)cc2[nH]c(-c3ccns3)nc12,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C78518,1,,,,Cc1cnccc1N,CNc1nccc2cccc(C(=O)O)c12,CNc1nccc2cccc(C(=O)Nc3ccncc3C)c12,Amidation,,,,,,,,,,
C58592,1,,,,OCc1cccc2c1CCNC2,OCCCNCc1ccccn1,OCCCN(Cc1ccccn1)Cc1cccc2c1CCNC2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C61969,1,,,,C=O,N,C=CCNC(=O)CNC(=O)Cc1ccn[nH]1,Ugi_reaction,,,[C-]#[N+]CC=C,O=C(O)Cc1ccn[nH]1,,,,,,
C63711,1,,,,Oc1cnn2c1CNCC2,O=C(O)c1nccc2occc12,O=C(c1nccc2occc12)N1CCn2ncc(O)c2C1,Amidation,,,,,,,,,,
C60173,1,,,,CN(c1ncnc(Cl)n1)C1CCNC1,CC1(C)OB(c2cccc3c2CNC3)OC1(C)C,CN(c1ncnc(-c2cccc3c2CNC3)n1)C1CCNC1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C62980,1,,,,Nc1ccccn1,CCCC(OCC)C(=O)O,CCCC(OCC)C(=O)Nc1ccccn1,Amidation,,,,,,,,,,
C49245,1,,,,CC(Oc1ccccn1)C(=O)O,Nc1cnc2ccsc2c1,CC(Oc1ccccn1)C(=O)Nc1cnc2ccsc2c1,Amidation,,,,,,,,,,
C90516,1,,,,Nc1nc(Cl)nc2ccccc12,CCCC[Sn](CCCC)(CCCC)c1cccc(C)n1,Cc1cccc(-c2nc(N)c3ccccc3n2)n1,Stille_coupling,,,,,,,,,,
C58292,1,,,,CNC(=O)Cc1nc(COC(=O)C=Cc2cnccn2)cs1,COS(=O)(=O)C(F)(F)F,CNC(=O)Cc1nc(COC(=O)C=C(C)c2cnccn2)cs1,Heck_reaction_(intermolecular),,,,,,,,,,
C68584,1,,,,O=C1CCNCC1,C=CCCC(C)(C)CN,C=CCCC(C)(C)CNC1CCNCC1,Reductive_amination,,,,,,,,,,
